oracle,generated_summary,generated_summary_no_content
"The bar is among the best local bars. All days are special days. The beer is served frozen glass and always cold and delicious. The workers including the managers, bartenders and waitresses are rude. They don't pay attention to customers.","[ASPECTCHAIN] good,bar | good,food | great,experience [SUMMARY] This is a good bar. The food is good and the atmosphere is great. The service is good, but there are a few employees that are not so great. Like the bar tenders and waitresses. Overall, this is a highly recommended bar."," This is a good bar. The food is good and the atmosphere is great. The service is good, but there are a few employees that are not so great. Like the bar tenders and waitresses. Overall, this is a highly recommended bar."
"In Charlotte, this is the best Asian Bistro. Great food, service and atmosphere. The food is very delicious and the ambiance is perfect. The sushi is fresh with an exceptional flavor. The tofu with garlic stir fry and brown rice was amazing. The location is perfect, waiters are tops and the dishes original.","[ASPECTCHAIN] top,restaurant | top,Sushi | great,atmosphere [SUMMARY] Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."," Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."
"This has a nice variety of sushi and everything is served fresh. The Asian food is delicious and upscale so it can be pricey. There is also outdoor patio seating which provides a great atmosphere. The service is great, but it can be slow. This is the best sushi in Charlotte.","[ASPECTCHAIN] top,restaurant | top,Sushi | great,atmosphere [SUMMARY] Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."," Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."
"Jade has excellent customer service and serves high end sushi rolls, made fresh, with other menu options. The location is great with an outside patio where customers can sit and enjoy the ambiance. The price tag is heavy but the benefits from the food and service leaves it as a place to recommend.","[ASPECTCHAIN] top,restaurant | top,Sushi | great,atmosphere [SUMMARY] Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."," Jade is one of the top restaurants in Charlotte. The sushi is top notch. It is fresh and has exceptional flavor--however, it is also a tad pricey. The atmosphere is great and the ambience is very clean. The food is also top notch, but the service is a bit lacking."
"This restaurant provides average quality food for reasonable prices considering the location. The teppenyaki is an especially popular choice.  The atmosphere is generally calm, the decor is pleasant and patio seating is available. The service itself has mixed reviews.","[ASPECTCHAIN] low-quality,Sushi | good,quality [SUMMARY] The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."," The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."
"This restaurant offers many different types of food such as teppanyaki and sushi, however, there are no lunch specials. The service is average, and the pricing is about the same. There is outside seating, and the atmosphere is calm.","[ASPECTCHAIN] low-quality,Sushi | good,quality [SUMMARY] The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."," The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."
The teppanyaki and sashimi at this restaurant are recommended and both are very good. The service is very good and the place has an entertaining atmosphere and the prices are very reasonable for the food you get. Overall this place is recommended.,"[ASPECTCHAIN] low-quality,Sushi | good,quality [SUMMARY] The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."," The quality of the sushi here is very low. The quality is good, but the quality is not great. The sashimi is very good and the price is very reasonable. The atmosphere is very quiet and calm, and the decor is very nice."
"This location is frustrating to deal with and rarely has pizzas hot and read between 4 - 8 pm, as advertised. They have very poor customer service and it's difficult to get through on the phone at times. Sometimes, the pizzas don't taste great, needing more sauce and cheese. Overall, not recommended.","[ASPECTCHAIN] bad,customer service | bad,pizza [SUMMARY] This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."," This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."
This Little Caesars has a big problem with making pizza on time. Wait times on average 15 minutes after placing an order. Calling ahead of time is fruitless as the phone doesn't get answered. The employees don't care and can be rude. Pizza isn't poor and not worth it. Very poor management has led to poor customer service.,"[ASPECTCHAIN] bad,customer service | bad,pizza [SUMMARY] This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."," This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."
"For this location of Little Ceasers good customer service is virtually non-existent with both the employees and managers. There is never any food hot and ready for direct take out as advertised by the company and the pizzas, when served, are very poorly made.","[ASPECTCHAIN] bad,customer service | bad,pizza [SUMMARY] This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."," This is a bad customer service location. They are always behind, and they have very poor customer service skills. The pizza is bad, and the crust is so hard it taste like it's been sitting for a few hours. The crust is also not very well-seasoned. The employees are also bad, especially the manager."
"This is a great place for pedicure; clean and nice looking salon offering reasonably priced services. Fast, relaxing and efficient service, caring staff with interesting and warm personalities. Overall a highly recommended place.","[ASPECTCHAIN] good,place | good,pics | great,quality [SUMMARY] This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.", This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.
"The saloon is nice looking, clean and friendly. For toe upkeep, it's pretty cool. The fill was the fastest ever and was done in half the expected time. Prices are reasonable and compatible to nail salons within that vicinity. This salon is the best!","[ASPECTCHAIN] good,place | good,pics | great,quality [SUMMARY] This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.", This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.
"A very clean and beautiful salon. Wait times are much shorter than other nail salons. The staff, from Kate, to Tom, to Kim, to Honey, are all friendly and do a great job. One of the best salons. Worth it every time.","[ASPECTCHAIN] good,place | good,pics | great,quality [SUMMARY] This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.", This is a good place to get a good quality pedicure. The quality of the pedicures is great and the prices are very reasonable. It is clean and very well-liked by the staff.
This nail salon has mostly positive reviews and satisfied customers. The staff is friendly and generally successful at meeting expectations. There have been complaints of customers being either cut or not happy with the appearance of their pedicure or manicure. Sometimes they close earlier than their scheduled working hours.,"[ASPECTCHAIN] great,service | friendly,staff | great,atmosphere [SUMMARY] This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.", This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.
Average salon with friendly staff and welcoming environment. Poor time management as scheduled closing/opening times are not always adhered to. Service can be a hit and miss and staff is generally not very competent. Overall not a recommended place.,"[ASPECTCHAIN] great,service | friendly,staff | great,atmosphere [SUMMARY] This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.", This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.
"The nail technician and manager are very friendly and the salon looks good, but some of the nail technicians have a tendency to make mistakes and the salon doesn't admit to them. The nail salon tends to close early. While the official closing time may be 6 pm or 8 pm, that isn't the case.","[ASPECTCHAIN] great,service | friendly,staff | great,atmosphere [SUMMARY] This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.", This is a great service with friendly staff and a great atmosphere. The service is great and the polish lasts a long time. The staff is very friendly and attentive. The atmosphere is very warm and welcoming.
"This is a great place with a stage for open night.The staff are helpful, the barista is kind and friendly.  The rooms are great with a wide range of board games. A family friendly place, the drinks are tasty and amazing owners.","[ASPECTCHAIN] great,board games | unique,drinks | friendly,staff | fun,events [SUMMARY] This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.", This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.
"The coffee is yummy, because they use Averys roastery for it.The espresso is very good. There are cool old-fashioned board games. The spaces, stage are cute for open mic nights. The bath bomb iced tea was very tasty and unique. The staffs are helpful and friendly.","[ASPECTCHAIN] great,board games | unique,drinks | friendly,staff | fun,events [SUMMARY] This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.", This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.
"This cafe is really laid back and perfect to kick back and chill. There's almost every board game imaginable. There's free WiFi and weekly events like open mic nights. The creative drinks menus show many unique and tasty drinks. All of the staff, from the baristas to the manager, are welcoming and helpful.","[ASPECTCHAIN] great,board games | unique,drinks | friendly,staff | fun,events [SUMMARY] This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.", This is a great board game and coffee shop. The drinks are unique and the staff is friendly and helpful. The games are fun and there is a stage for open mic nights. The atmosphere is clean and the events are fun.
"The staff is very friendly and their skill is great. The staff always listens to what the customer needs. The pricing for the various dog services are average, and the results are very good. Everyone is very caring for the animals they help groom. There is a good selections of dog related items such as leashes and toys that can be purchased if needed.","[ASPECTCHAIN] great,groomer | friendly,staff | clean,facility [SUMMARY] Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.", Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.
"Furry Beginnings is a great place to groom dogs; they offer a do-it-yourself pet-bath, the staff is nice and friendly to dogs and people alike. Very clean facility equipped an assortment of dog related items. Busy schedules so customers best keep to time. Overall great results with pets so definitely recommended.","[ASPECTCHAIN] great,groomer | friendly,staff | clean,facility [SUMMARY] Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.", Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.
The facility here is very clean and the staff is very friendly and loving. The dogs get treated very well and they love the groomers. They do not lock up the dogs in kennels here. They get to have room and beds in pens instead. The pricing here is relative to other groomers in the area.,"[ASPECTCHAIN] great,groomer | friendly,staff | clean,facility [SUMMARY] Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.", Furry Beginnings is a great groomer in Gilbert. The staff is friendly and very knowledgeable. The grooming is very clean and the facility is very well-liked. The price is comparable to other groomers in the area. The facility is kennel free and the dog wash is fun for people and dogs.
"This Trader Joe's has a lot of healthy food and snacks. The food options include vegan foods, GMO-free foods, and ready made foods like pizza and snacks. The staff is friendly, happy, and helpful. At times it can be busy and crowded, but overall this Trader Joe's is highly recommended.","[ASPECTCHAIN] great,food | friendly,staff | great,experience [SUMMARY] This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."," This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."
"The overall feel of the store was very pleasant. The employees were very nice, friendly and help with everything. Always have a very good selection of beers and other alcohol. They have a nice deli and plenty of fresh organic produce. They also offer very affordable prices on high quality grass-fed meat.","[ASPECTCHAIN] great,food | friendly,staff | great,experience [SUMMARY] This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."," This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."
"nice staff and the store overall. more positive than negative feelings are prevalent. the parking can be a problem at times, also the size is not very big.","[ASPECTCHAIN] great,food | friendly,staff | great,experience [SUMMARY] This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."," This is a great food and grocery store. The staff is friendly, helpful, and knowledgeable. The experience is great and the quality of the food is great. Overall, this is a highly recommended store."
"The appletinis and the appetizers were good and delicious. The bar has lots of space and picnic table seating, they serve all kinds of drink. Food there were pretty good, menu has nice twist with flight theme. The burgers, cheesy fries and pretzel with cheese are good as well.","[ASPECTCHAIN] top,bar | great,atmosphere | open,bar [SUMMARY] This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."," This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."
"For any South Carolina game, this is the place to be. The bands were amazing. The steak fries with rueben were absolutely awesome. Great place for date nights or parties. The food is quite good for bar food, it's hot and tasted fresh.  The Appletinis has the perfect amount of alcohol and sweetness. The menu has Flight themes with nice twist. Very impressed with the staff, they were on their game.","[ASPECTCHAIN] top,bar | great,atmosphere | open,bar [SUMMARY] This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."," This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."
"This is a good place to spend time with friends or go watch the game. They always have tons of beer on tap and the prices of drinks are reasonable. The food is standard bar food, with fun items like cheesy fries and bacon-wrapped poppers. Also, the atmosphere is great with good music.","[ASPECTCHAIN] top,bar | great,atmosphere | open,bar [SUMMARY] This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."," This is a top bar with a great atmosphere and open bar. The atmosphere is great and the atmosphere is top notch. The bar is very open and there is plenty of space to sit and enjoy the atmosphere. The food is pretty good for bar food. Tots and fries were pretty good, but the fries and pretzel with cheese are a bit over the top. Overall this is a highly recommended bar."
"The seafood here is great, especially filet perch, fried oysters, and the crab legs on Tuesdays. For the ones that don't like seafood, there is also chicken and steak. The portion sizes are generous and the hushpuppies are always an excellent choice. Besides the food, the staff are also friendly and quick.","[ASPECTCHAIN] great,seawash restaurant | great,portions | friendly,staff [SUMMARY] This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."," This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."
"The all-you-can-eat crab legs special on Tuesdays is a huge draw for this restaurant. Portions for other dishes are very fair for the money and it's really hard to resist the fresh and delicious complimentary hushpuppies. The oyster soup is not great though, and most of the menu is heavily fried and unhealthy. The decor creates a beach-like feel and the staff is great. The restaurant is family-friendly, too. However, this place is almost always busy, so expect a wait time at the door.","[ASPECTCHAIN] great,seawash restaurant | great,portions | friendly,staff [SUMMARY] This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."," This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."
"Long wait times to get food. Great restaurant for the family. Portion sizes are big and the food is delicious, if not somewhat fattening and unhealthy. Has a atmospheric inside of the restaurant that feels like being at a beach, though it can get very crowded sometimes. Overall highly recommended restaurant.","[ASPECTCHAIN] great,seawash restaurant | great,portions | friendly,staff [SUMMARY] This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."," This is a great seafood restaurant. The portions are very large and the hushpuppies are to die for. The staff is friendly and very efficient. The seafood is very good and the portions are quite large. Overall, this is a highly recommended place."
Sushi Rock has decently high quality sushi rolls and the service is acceptable with room for improvements. The pricing of the food is good for its quality and the location is relaxing in an area with a selection of entertainment options close to the restaurant.,"[ASPECTCHAIN] good,Sushi | good,quality | large,portions | reasonable,prices | friendly,servers [SUMMARY] Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."," Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."
"While this spot isn't the best of sushi places around, the prices are reasonable and the customer service is very good. The restaurant itself is a bit outdated but nonetheless clean and it fits the atmosphere. The portions are enough to fill up someone who is very hungry. It is a great quiet spot for anyone to enjoy when a sushi craving strikes.","[ASPECTCHAIN] good,Sushi | good,quality | large,portions | reasonable,prices | friendly,servers [SUMMARY] Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."," Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."
"This sushi restaurant is pretty good. The sushi itself is good, though not great. The prices are also pretty good, and the serving size is pretty large for the price. The service is friendly and competent. It isn't the best restaurant around, but overall is recommended.","[ASPECTCHAIN] good,Sushi | good,quality | large,portions | reasonable,prices | friendly,servers [SUMMARY] Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."," Sushi is good quality for the price. The portions are large and the portions are very generous. The quality of the sushi is good, but there is room for improvement. The service is friendly and the prices are reasonable for the amount of food ordered."
"This boutique always puts out really good work and all of the staff are friendly, attentive and professional. The technicians are all knowledgable. Each one is skilled but able to be gentle at making eyebrow threading feel almost painless. The affordable prices and quality work make this  a recommended boutique.","[ASPECTCHAIN] friendly,staff | good,quality [SUMMARY] This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."," This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."
"Diva Beauty is a excellent, top notch threading boutique . The quality of work is excellent, flawless and the threading is absolutely painless. Always gentle and an overall comfortable experience. Very nice receptionist and the staff are all so nice and professional. Great prices along with excellent customer satisfsction.","[ASPECTCHAIN] friendly,staff | good,quality [SUMMARY] This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."," This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."
The service at Diva Beauty is excellent. All of the eyebrow threaders are friendly and do a great job while being gentle. The price is also very competitive. Diva is one of the best eyebrow threading salons in the area and is highly recommended.,"[ASPECTCHAIN] friendly,staff | good,quality [SUMMARY] This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."," This is a friendly, staff that is very knowledgeable about threading. The quality of the work is very good and the service is very consistent. Overall, this is a highly recommended place for getting brows threaded."
"Meat, rolls and sides is excellent, ice cream is free. Friendly and fast service,  absolutely delicious. The ribs are juicy. The Jalapeno beans are very good too. Everyone was very nice and had a great attitude. Very impressed with the staff. They offer big, yellow plastic cups and refills at reduced cost for repeated visits.","[ASPECTCHAIN] good,quality,food | friendly,staff | free,ice cream [SUMMARY] Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.", Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.
"This chain BBQ place offers fast food style BBQ food. They have a variety of good menu options of meats, sides, and sauces, including ribs, brisket, and pork. They also allow refills on future visits if a customer saves their yellow cup for a return trip.  Overall this place is recommended.","[ASPECTCHAIN] good,quality,food | friendly,staff | free,ice cream [SUMMARY] Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.", Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.
"Dickey's BBQ is a national chain of BBQ that offers excellent meat, sides and rolls (with spicy sauce) and free ice cream with discounted refills. The staff are efficient and very friendly. Overall a very recommended place.","[ASPECTCHAIN] good,quality,food | friendly,staff | free,ice cream [SUMMARY] Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.", Good quality food and friendly staff at Dickey's BBQ. The ribs fall off the bone and are very juicy. The sauce is very spicy and the sides are very good. The ice cream is free and there is a daily special that includes sides and drinks.
"The food here tastes amazing, and at these affordable prices these deals can't be beat. There may be a bit of a wait as the food has to be prepared and cooked, but that means it's fresh when served. One particular popular dish that can't be recommended enough is the grilled chicken.","[ASPECTCHAIN] great,food | affordable,prices | great,lava sauce [SUMMARY] The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."," The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."
"Great restaurant, offers remarkably affordable grilled meat with a special 'lava' sauce. The menu is simple but adequate, delicious and flavorful. Atmosphere is clean and the staff and management are warm, friendly and courteous. Highly recommended place.","[ASPECTCHAIN] great,food | affordable,prices | great,lava sauce [SUMMARY] The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."," The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."
"The value of the menu choices is very high, along with the food being very flavorful. They offer various choices including chicken, beef, salmon, pork and ribs. Service is good and quick, making it a good spot for a quick lunchtime stop. Larger orders may require more time for them to finish.","[ASPECTCHAIN] great,food | affordable,prices | great,lava sauce [SUMMARY] The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."," The food here is very good and very flavorful. The prices are very affordable and the lava sauce is very delicious. The sauce is made with lave, which is very unique to this restaurant. It is very well worth a visit."
"ASAP provides a variety of services including plumbing, air conditioner servicing, and garbage disposal installation. Once they are called, they generally come to the customer's house that day or the next. Their staff are well regarded as being very professional and courteous. On top of that, in regards to pricing and being upfront and honest about what work actually needs to be done, they are incredibly fair. They are highly recommended and customers are often repeat customers.","[ASPECTCHAIN] good,plumbing | quick,fixes | courteous,friendly,staff | good,quality [SUMMARY] This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.", This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.
"ASAP technicians are well informed. They are able to answer and explain questions and problems. Additionally they are polite and honest. ASAP responds to calls quickly, and they show up within a reasonable time.  Overall, ASAP is highly recommended.","[ASPECTCHAIN] good,plumbing | quick,fixes | courteous,friendly,staff | good,quality [SUMMARY] This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.", This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.
"Their service is quick and efficient. They are honest and upfront on the work that needs to be done. Customer service is high, and they are willing to explain all service needed and any questions a customer may have. They don’t have hidden costs and the ending bill was exactly as quoted. They are quick to fix the job and are polite.","[ASPECTCHAIN] good,plumbing | quick,fixes | courteous,friendly,staff | good,quality [SUMMARY] This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.", This is a good plumbing service that is on time and does good quality work. The staff is friendly and efficient. The quality of the work is good and the quality is good.
Bennett Medical has a horrific history in costumer service and the wait time to get a proper response is unacceptable. The equipment runs double the market price and it is a hassle to contact them to get prescriptions refilled. It is highly recommended to not use their service.,"[ASPECTCHAIN] bad,customer service | high,prices | long,wait times [SUMMARY] This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."," This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."
Bennett Medical has poor customer service. Phone calls can take a long time to get answered and leaving voice mails tend to be fruitless. The products are overpriced and take a long time to be refilled. Using this medical supply company can be a hassle.,"[ASPECTCHAIN] bad,customer service | high,prices | long,wait times [SUMMARY] This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."," This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."
Bennett Medical lacks acceptable customer service. Many customers have complained that they are unable to reach staff when needed and their expectations are not met. The medical supplies offered through Bennett Medical can be found for much cheaper elsewhere.,"[ASPECTCHAIN] bad,customer service | high,prices | long,wait times [SUMMARY] This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."," This medical supply company does not provide good customer service. The customer service is generally bad, with long wait times and not enough staff to answer the phone. The prices are high, and the quality of the supplies is not great."
